Unnamed: 0,index,name,price,year,brand,km_drive
7396,7396, HONDA ACCORD 2.4 TECH,598000.0,2013,HONDA,250000
7397,7397, BMW X3 xDrive20d,2189000.0,2018,BMW,46000
7398,7398, TOYOTA YARIS ATIV 1.2 S,428000.0,2019,TOYOTA,28000
7399,7399, MG ZS 1.5 D,468000.0,2018,MG,66000
7400,7400, BMW 320D Sport,1229000.0,2017,BMW,71000
7401,7401, FORD MUSTANG 5.0 GT,3359000.0,2016,FORD,50000
7402,7402, ISUZU D-MAX 3.0 Hi-Lander Ddi i-TEQ,299000.0,2006,ISUZU,245000
7403,7403, CHEVROLET COLORADO 2.8 LTZ Z71,278000.0,2013,CHEVROLET,137000
7404,7404, CHEVROLET CAPTIVA 2.0 LT 4WD,188000.0,2007,CHEVROLET,234000
7405,7405, MITSUBISHI PAJERO SPORT 2.4 GT Premium,948000.0,2018,MITSUBISHI,78000
7406,7406, FORD RANGER 2.0 Hi-Rider WildTrak,678000.0,2019,FORD,37000
7407,7407, HONDA ACCORD 2.0 Hybrid TECH i-VTEC,955000.0,2018,HONDA,42000
7408,7408, HONDA CIVIC 1.8 E i-VTEC,439000.0,2012,HONDA,77000
7409,7409, MERCEDES BENZ GLA200,939000.0,2014,MERCEDES,188000
7410,7410, HONDA CR-V 2.0 E 4WD,278000.0,2007,HONDA,0
7411,7411, TOYOTA CAMRY 2.4 V,298000.0,2008,TOYOTA,0
7412,7412, HONDA ACCORD 2.4 EL NAVI,438000.0,2011,HONDA,136000
7413,7413, MERCEDES BENZ C220 CDI Elegance,528000.0,2009,MERCEDES,190000
7414,7414, HONDA CIVIC 1.8 S i-VTEC,398000.0,2013,HONDA,87000
7415,7415, TOYOTA SIENTA 1.5 V,658000.0,2019,TOYOTA,25000
7416,7416, HONDA CIVIC 1.5 Turbo RS,828000.0,2017,HONDA,88000
7417,7417, MERCEDES BENZ C180 Avantgarde,1090000.0,2015,MERCEDES,115000
7418,7418, BMW X1 sDrive18i,518000.0,2011,BMW,103000
7419,7419, MERCEDES BENZ C180 Avantgarde,1048000.0,2015,MERCEDES,79000
7420,7420, HONDA HR-V 1.8 EL,618000.0,2016,HONDA,93000
7421,7421, HONDA ACCORD 2.4 EL NAVI,398000.0,2011,HONDA,0
7422,7422, TOYOTA VIOS E,319000.0,2014,TOYOTA,73663
7423,7423, TOYOTA ALTIS 1.6 E CNG,289000.0,2013,TOYOTA,200000
7424,7424, ISUZU D-MAX 3.0 Vcross Z-Prestige 4WD,678000.0,2016,ISUZU,95000
7425,7425, ISUZU D-MAX 2.5 Hi-Lander L,388000.0,2012,ISUZU,0
7426,7426, MG ZS 1.5 D,529000.0,2020,MG,92000
7427,7427, MITSUBISHI XPANDER CROSS 1.5,748000.0,2020,MITSUBISHI,27000
7428,7428, HONDA CIVIC 1.8 E Modulo,349000.0,2010,HONDA,148000
7429,7429, TOYOTA CHR HV Mid,717000.0,2018,TOYOTA,40000
7430,7430, BMW 116I,689000.0,2014,BMW,102000
7431,7431, HONDA CR-V 1.6 DT EL 4WD,1018000.0,2018,HONDA,0
7432,7432, HONDA CR-V 2.0 S,374000.0,2010,HONDA,170000
7433,7433, TOYOTA ALTIS 1.6 E CNG,259000.0,2011,TOYOTA,158787
7434,7434, MAZDA CX-5 2.0 C,799000.0,2018,MAZDA,67000
7435,7435, HONDA CIVIC 1.8 Si,228000.0,2006,HONDA,237618
7436,7436, SUZUKI SWIFT 1.2 GL,378000.0,2018,SUZUKI,80608
7437,7437, TOYOTA VIOS,338000.0,2014,TOYOTA,104789
7438,7438, HONDA CR-V 2.0 EXi 4WD,168000.0,2002,HONDA,185000
7439,7439, FORD FIESTA 1.6 Trend,158000.0,2011,FORD,119478
7440,7440, SUZUKI SWIFT 1.2 GL,298000.0,2017,SUZUKI,70305
7441,7441, TOYOTA CAMRY 2.0 G,578000.0,2014,TOYOTA,143640
7442,7442, TOYOTA CAMRY 2.0 G,488000.0,2013,TOYOTA,175727
7443,7443, TOYOTA FORTUNER 2.7 V,399000.0,2008,TOYOTA,170000
7444,7444, NISSAN NAVARA,339000.0,2014,NISSAN,0
7445,7445, TOYOTA FORTUNER 3.0 TRD Sportivo 4WD,755000.0,2014,TOYOTA,215903
7446,7446, NISSAN TEANA 2.0 200 XL,285000.0,2009,NISSAN,140000
7447,7447, HONDA CIVIC 1.5 Turbo,649000.0,2016,HONDA,202000
7448,7448, HONDA CR-V 2.0 S,368000.0,2011,HONDA,0
7449,7449, HONDA ACCORD 2.4 EL NAVI,378000.0,2010,HONDA,0
7450,7450, HONDA CITY 1.5 V i-VTEC,190000.0,2010,HONDA,0
7451,7451, MERCEDES BENZ C180 Avantgarde,1249000.0,2015,MERCEDES,40000
7452,7452, HONDA CIVIC 1.5 Turbo RS,749000.0,2017,HONDA,50000
7453,7453, ISUZU D-MAX Space cab,488000.0,2020,ISUZU,46000
7454,7454, TOYOTA HILUX REVO 2.4 J Plus,478000.0,2020,TOYOTA,25000
7455,7455, TOYOTA ALTIS 1.8 ESPORT,579000.0,2018,TOYOTA,81000
7456,7456, MERCEDES BENZ E300 BlueTEC HYBRID,1250000.0,2013,MERCEDES,53000
7457,7457, HONDA ACCORD 2.0 EL,569000.0,2014,HONDA,90000
7458,7458, TOYOTA ALTIS 1.8 V,458000.0,2014,TOYOTA,82000
7459,7459, TOYOTA CAMRY 2.0 G,485000.0,2012,TOYOTA,164878
7460,7460, MG 3 1.5 D,275000.0,2018,MG,39195
7461,7461, MG GS 2.0 D,385000.0,2017,MG,86893
7462,7462, CHEVROLET CAPTIVA 2.0 LTZ 4WD,429000.0,2012,CHEVROLET,820000
7463,7463, ISUZU D-MAX 1.9 Hi-Lander Z-Prestige,788000.0,2019,ISUZU,46000
7464,7464, NISSAN NAVARA,538000.0,2017,NISSAN,32000
7465,7465, TOYOTA COROLLA 1.6 GXi,59000.0,2000,TOYOTA,280003
7466,7466, HONDA CIVIC 1.8 E i-VTEC,698000.0,2019,HONDA,66000
7467,7467, HONDA HR-V 1.8 EL,598000.0,2014,HONDA,100000
7468,7468, FORD RANGER 2.2 Hi-Rider WildTrak,598000.0,2015,FORD,77000
7469,7469, FORD EVEREST 3.2 Titanium+ 4WD,858000.0,2016,FORD,130000
7470,7470, FORD RANGER 2.2 Hi-Rider WildTrak,628000.0,2017,FORD,75000
7471,7471, BMW X1 xDrive 20d,828000.0,2015,BMW,120000
7472,7472, TOYOTA HILUX REVO 2.4 Z Edition J Plus,489000.0,2019,TOYOTA,22000
7473,7473, SUZUKI SWIFT 1.2 GL,388000.0,2019,SUZUKI,30000
7474,7474, HONDA CITY,618000.0,2019,HONDA,24000
7475,7475, MERCEDES BENZ GLE500 E 4MATIC,2190000.0,2017,MERCEDES,70000
7476,7476, MERCEDES BENZ C200 CGI Elegance,699000.0,2013,MERCEDES,40000
7477,7477, NISSAN ALMERA EL,459000.0,2020,NISSAN,18980
7478,7478, HYUNDAI H-1 2.5 Elite,719000.0,2015,HYUNDAI,0
7479,7479, NISSAN TEANA 2.5 XV,559000.0,2015,NISSAN,199000
7480,7480, LEXUS RX330,319000.0,2003,LEXUS,480000
7481,7481, TOYOTA COMMUTER 2.5,538000.0,2010,TOYOTA,195144
7482,7482, HONDA ACCORD 2.4 E i-VTEC,238000.0,2006,HONDA,160595
7483,7483, HONDA ACCORD,1199000.0,2019,HONDA,41803
7484,7484, HONDA CITY 1.5 V i-VTEC,329000.0,2011,HONDA,203027
7485,7485, MERCEDES BENZ E200 CGI,1159000.0,2012,MERCEDES,80000
7486,7486, HONDA PRELUDE,249000.0,1993,HONDA,200000
7487,7487, TOYOTA COMMUTER 3.0,178000.0,2004,TOYOTA,285000
7488,7488, MERCEDES BENZ E300 BlueTEC HYBRID,899000.0,2015,MERCEDES,134000
7489,7489, MAZDA 2 1.3 Sports High Plus,368000.0,2017,MAZDA,36000
7490,7490, TOYOTA FORTUNER 3.0 V,649000.0,2014,TOYOTA,189045
7491,7491, MERCEDES BENZ C350 PLUG-IN HYBRID,1489000.0,2017,MERCEDES,39553
7492,7492, BMW 730LI SE,458000.0,2008,BMW,246000
7493,7493, MERCEDES BENZ CLS 53 AMG,4490000.0,2019,MERCEDES,35062
7494,7494, FORD FOCUS 1.6 Trend,228000.0,2013,FORD,105176
7495,7495, MERCEDES BENZ SLK250,1490000.0,2012,MERCEDES,100160
7496,7496, MERCEDES BENZ CLA250 AMG,1599000.0,2017,MERCEDES,77614
7497,7497, TOYOTA CAMRY 2.5 G,1109000.0,2018,TOYOTA,52428
7498,7498, TOYOTA CAMRY 2.0 G,1019000.0,2019,TOYOTA,131544
7499,7499, MITSUBISHI PAJERO SPORT 2.4 GT Premium 4WD,829000.0,2016,MITSUBISHI,120000
7500,7500, BMW X5 xDrive40e,2490000.0,2018,BMW,32000
7501,7501, FORD EVEREST 3.2 Titanium+ 4WD,839000.0,2016,FORD,142458
7502,7502, MITSUBISHI PAJERO SPORT 2.5 GT 4WD,495000.0,2011,MITSUBISHI,234112
7503,7503, HONDA HR-V 1.8 E,549000.0,2017,HONDA,149716
7504,7504, HONDA CR-V 2.0 E 4WD,500000.0,2012,HONDA,213000
7505,7505, TOYOTA HILUX REVO TRD Sportivo,649000.0,2017,TOYOTA,47675
7506,7506, SUBARU FORESTER 2.0 4WD,609000.0,2016,SUBARU,121937
7507,7507, TOYOTA HILUX VIGO CHAMP,549000.0,2013,TOYOTA,165622
7508,7508, SUZUKI SWIFT 1.2 GL,409000.0,2020,SUZUKI,86698
7509,7509, MITSUBISHI TRITON 2.5 GLX,439000.0,2020,MITSUBISHI,35583
7510,7510, MITSUBISHI MIRAGE 1.2 Limited Edition,335000.0,2018,MITSUBISHI,25235
7511,7511, HONDA CIVIC S,255000.0,2007,HONDA,180000
7512,7512, SUZUKI SWIFT 1.2 GL,259000.0,2013,SUZUKI,120000
7513,7513, TOYOTA FORTUNER 2.4 V,930000.0,2017,TOYOTA,80000
7514,7514, HONDA ACCORD 2.0 E,755000.0,2016,HONDA,100000
7515,7515, HONDA HR-V 1.8 EL,820000.0,2018,HONDA,60000
7516,7516, HONDA JAZZ 1.5 SV,449000.0,2015,HONDA,130000
7517,7517, NISSAN JUKE 1.6 V,378000.0,2017,NISSAN,30000
7518,7518, MERCEDES BENZ C250 AMG Dynamic,2150000.0,2017,MERCEDES,33000
7519,7519, BMW X6 xDrive30d,1590000.0,2011,BMW,170000
7520,7520, MITSUBISHI TRITON 2.4 PLUS GLS,559000.0,2019,MITSUBISHI,19487
7521,7521, MG 3 1.5 D,268000.0,2017,MG,19000
7522,7522, TOYOTA VELLFIRE 2.5 Z G EDITION,2250000.0,2015,TOYOTA,65000
7523,7523, BMW 520I SE,329000.0,2006,BMW,142000
7524,7524, TOYOTA HILUX REVO 2.4 Prerunner E Plus,599000.0,2018,TOYOTA,60000
7525,7525, TOYOTA HILUX VIGO CHAMP,439000.0,2013,TOYOTA,127349
7526,7526, ISUZU MU-7 3.0 CHOIZ,529000.0,2012,ISUZU,183740
7527,7527, NISSAN NP 300 NAVARA 2.5 Calibre EL,449000.0,2014,NISSAN,104567
7528,7528, MITSUBISHI TRITON 2.5 GLX,269000.0,2010,MITSUBISHI,200000
7529,7529, TOYOTA HILUX TIGER D4D,194000.0,2003,TOYOTA,300000
7530,7530, MAZDA 3,418000.0,2015,MAZDA,45000
7531,7531, MERCEDES BENZ CLA250 AMG Dynamic,1499000.0,2017,MERCEDES,61000
7532,7532, MERCEDES BENZ C350 E,1490000.0,2017,MERCEDES,70000
7533,7533, BMW 118I M Sport,849000.0,2017,BMW,90000
7534,7534, MG 3 1.5 D,309000.0,2019,MG,57000
7535,7535, TOYOTA CAMRY 2.0 G,409000.0,2012,TOYOTA,152000
7536,7536, ISUZU DRAGON POWER 3.0 Rodeo 4WD,159000.0,1997,ISUZU,240000
7537,7537, TOYOTA INNOVA 2.0 V,389000.0,2012,TOYOTA,90274
7538,7538, MAZDA 3 2.0 S Sports,439000.0,2014,MAZDA,137318
7539,7539, HONDA CIVIC 1.7 VTi,148000.0,2005,HONDA,152000
7540,7540, TOYOTA SIENTA 1.5 V,567000.0,2016,TOYOTA,50195
7541,7541, BMW X1 sDrive18i,508000.0,2012,BMW,155000
7542,7542, TOYOTA ALTIS 1.8 ESPORT,459000.0,2014,TOYOTA,86000
7543,7543, MERCEDES BENZ C250 CDI Avantgarde,699000.0,2013,MERCEDES,166000
7544,7544, BMW X3 xDrive20d,950000.0,2013,BMW,20000
7545,7545, HONDA ACCORD EL,1090000.0,2019,HONDA,30000
7546,7546, MERCEDES BENZ E220 D,2189000.0,2019,MERCEDES,50000
7547,7547, ISUZU D-MAX 3.0 S 4WD,441000.0,2019,ISUZU,15000
7548,7548, MAZDA 2 1.5 Spirit,274000.0,2014,MAZDA,118000
7549,7549, SUZUKI SWIFT 1.2 GL,384000.0,2020,SUZUKI,35000
7550,7550, NISSAN ALMERA 1.2 V,334000.0,2018,NISSAN,79000
7551,7551, NISSAN ALMERA 1.2 VL,225000.0,2012,NISSAN,200000
7552,7552, HONDA JAZZ 1.5 S i-VTEC,419000.0,2016,HONDA,56585
7553,7553, TOYOTA CAMRY 2.4 Hybrid,369000.0,2010,TOYOTA,217171
7554,7554, FORD FOCUS 1.6 Trend,238000.0,2015,FORD,70000
7555,7555, HONDA JAZZ 1.5 SV i-VTEC,349000.0,2012,HONDA,125917
7556,7556, ISUZU D-MAX 1.9 Hi-Lander L,539000.0,2017,ISUZU,60000
7557,7557, ISUZU D-MAX 2.5 Hi-Lander Super Platinum,349000.0,2010,ISUZU,175408
7558,7558, HONDA CIVIC 1.8 S i-VTEC,289000.0,2010,HONDA,165632
7559,7559, MERCEDES BENZ E350 2.0 e Avantgarde,1990000.0,2018,MERCEDES,20224
7560,7560, SUBARU FORESTER,699000.0,2016,SUBARU,100000
7561,7561, MERCEDES BENZ E350 2.0 e AMG Dynamic,2150000.0,2019,MERCEDES,68000
7562,7562, VOLKSWAGEN CARAVELLE 2.0 TDi,750000.0,2012,VOLKSWAGEN,180000
7563,7563, FORD EVEREST 3.2 Titanium+ 4WD,850000.0,2016,FORD,130000
7564,7564, MERCEDES BENZ GLE500 E 4MATIC,2220000.0,2017,MERCEDES,80000
7565,7565, MERCEDES BENZ C180 AMG,1050000.0,2014,MERCEDES,90000
7566,7566, MINI COOPER 1.5 D,1380000.0,2016,MINI,80000
7567,7567, MINI COOPER 1.6 Clubman,1590000.0,2016,MINI,63000
7568,7568, MERCEDES BENZ E350,1790000.0,2017,MERCEDES,80000
7569,7569, MERCEDES BENZ C-CLASS,1190000.0,2016,MERCEDES,92000
7570,7570, BMW X5 xDrive40e,2050000.0,2016,BMW,110000
7571,7571, BMW 520D Sport,1890000.0,2018,BMW,50000
7572,7572, NISSAN NP 300 NAVARA 2.5 S,389000.0,2019,NISSAN,82637
7573,7573, BMW Z4 sDrive20i,1990000.0,2012,BMW,43000
7574,7574, CHEVROLET CRUZE 1.8 LTZ,194000.0,2012,CHEVROLET,120000
7575,7575, BMW X4 xDrive20d,1750000.0,2016,BMW,85000
7576,7576, TOYOTA VIOS 1.5 E,239000.0,2011,TOYOTA,230000
7577,7577, NISSAN NOTE 1.2 VL,329000.0,2018,NISSAN,78000
7578,7578, HONDA ACCORD 2.4 EL NAVI,599000.0,2013,HONDA,165000
7579,7579, TOYOTA CAMRY 2.5 Hybrid,459000.0,2013,TOYOTA,234000
7580,7580, TOYOTA CAMRY 2.0 G Extremo,499000.0,2013,TOYOTA,182000
7581,7581, TOYOTA ALTIS 1.6 G,458000.0,2018,TOYOTA,90000
7582,7582, MAZDA 2 1.5 XD High,348000.0,2016,MAZDA,110000
7583,7583, TOYOTA ALTIS 1.6 G,348000.0,2015,TOYOTA,110000
7584,7584, TOYOTA CAMRY 2.0 G,648000.0,2016,TOYOTA,100000
7585,7585, HONDA BRIO AMAZE,298000.0,2016,HONDA,100000
7586,7586, TOYOTA INNOVA 2.8 Crysta G,638000.0,2017,TOYOTA,140000
7587,7587, TOYOTA AVANZA 1.5 E,458000.0,2018,TOYOTA,12000
7588,7588, HONDA ACCORD 2.0 EL NAVI,538000.0,2015,HONDA,140000
7589,7589, MERCEDES BENZ E200,1090000.0,2011,MERCEDES,66000
7590,7590, BMW 523I F10 Highline,799000.0,2011,BMW,86000
7591,7591, BMW 318I SE,479000.0,2010,BMW,170000
7592,7592, MERCEDES BENZ C300 Blue TEC HYBRID,1790000.0,2020,MERCEDES,32000
7593,7593, HONDA CITY 1.5 SV,478000.0,2019,HONDA,77000
7594,7594, PORSCHE CAYENNE S Hybrid,2120000.0,2012,PORSCHE,85000
7595,7595, NISSAN TEANA 2.0 200 XL Sports Series Navi,329000.0,2011,NISSAN,164036
7596,7596, HONDA ACCORD 2.0 EL NAVI,538000.0,2013,HONDA,0
7597,7597, TOYOTA WISH 2.0 ST2,288000.0,2007,TOYOTA,0
7598,7598, TOYOTA CAMRY 2.0 G,339000.0,2008,TOYOTA,169040
7599,7599, CHEVROLET COLORADO 2.8 LTZ Z71,288000.0,2013,CHEVROLET,137000
7600,7600, VOLVO V50,356000.0,2012,VOLVO,70000
7601,7601, NISSAN ALMERA 1.2 VL,269000.0,2014,NISSAN,115446
7602,7602, TOYOTA SIENTA 1.5 G,495000.0,2017,TOYOTA,87394
7603,7603, MERCEDES BENZ GLA 200 Urban,1299000.0,2018,MERCEDES,62916
7604,7604, MG 3 1.5 V,279000.0,2017,MG,50805
7605,7605, HONDA ACCORD 2.0 E i-VTEC,560000.0,2014,HONDA,200500
7606,7606, TOYOTA VIOS 1.5 TRD Sportivo,289000.0,2013,TOYOTA,169363
7607,7607, MG ZS 1.5 X,829000.0,2019,MG,14520
7608,7608, MITSUBISHI MIRAGE 1.2 GLS,199000.0,2012,MITSUBISHI,120833
7609,7609, NISSAN NOTE 1.2 VL,399000.0,2019,NISSAN,7000
7610,7610, TOYOTA HILUX VIGO D4D,239000.0,2007,TOYOTA,0
7611,7611, HONDA CITY 1.5 V+ i-VTEC,399000.0,2014,HONDA,150000
7612,7612, MITSUBISHI ATTRAGE 1.2 GLX,269000.0,2016,MITSUBISHI,0
7613,7613, HONDA CIVIC 1.8 ES i-VTEC,469000.0,2014,HONDA,123800
7614,7614, SUZUKI SWIFT 1.2 GLX,420000.0,2018,SUZUKI,48759
7615,7615, NISSAN TEANA 250 XV,289000.0,2011,NISSAN,110000
7616,7616, MERCEDES BENZ E350 2.0 e AMG Dynamic,1999000.0,2018,MERCEDES,101524
7617,7617, HONDA JAZZ 1.5 S i-VTEC,369000.0,2013,HONDA,24000
7618,7618, SUZUKI SWIFT 1.5 GA,205000.0,2011,SUZUKI,171512
7619,7619, MERCEDES BENZ SLK200,1699000.0,2013,MERCEDES,38000
7620,7620, MERCEDES BENZ E200,399000.0,2009,MERCEDES,120000
7621,7621, HONDA CIVIC 1.7 EXi,169000.0,2005,HONDA,214799
7622,7622, MAZDA 3 1.6 S,98000.0,2005,MAZDA,240000
7623,7623, ISUZU DRAGON POWER 3.0 SLX,139000.0,2002,ISUZU,200000
7624,7624, HONDA CITY S,589000.0,2020,HONDA,40000
7625,7625, MERCEDES BENZ C200 Edition C,699000.0,2014,MERCEDES,120000
7626,7626, TOYOTA VIOS 1.5 G,228000.0,2011,TOYOTA,54000
7627,7627, ISUZU D-MAX 3.0 Rodeo LS Ddi i-TEQ 4WD,289000.0,2006,ISUZU,172360
7628,7628, ISUZU D-MAX 3.0 Hi-Lander Z Prestige Ddi VGS Turbo,679000.0,2018,ISUZU,75000
7629,7629, ISUZU D-MAX 3.0 Hi-Lander Z Prestige Ddi VGS Turbo,499000.0,2012,ISUZU,136848
7630,7630, ISUZU D-MAX 3.0 Hi-Lander Ddi i-TEQ,359000.0,2009,ISUZU,173612
7631,7631, HONDA CIVIC 1.8 Si,249000.0,2007,HONDA,151327
7632,7632, ISUZU D-MAX 3.0 S,539000.0,2020,ISUZU,18114
7633,7633, ISUZU D-MAX Blue Power,519000.0,2019,ISUZU,75398
7634,7634, TOYOTA ALTIS 1.6 G,279000.0,2013,TOYOTA,158787
7635,7635, CHEVROLET AVEO 1.6 LS,95000.0,2011,CHEVROLET,140000
7636,7636, HONDA CIVIC 1.8 S i-VTEC,289000.0,2010,HONDA,173730
7637,7637, ISUZU D-MAX 3.0 S,479000.0,2018,ISUZU,71610
7638,7638, HONDA CR-V 2.0 E 4WD,696000.0,2016,HONDA,100000
7639,7639, BMW X1 sDrive18d,1199000.0,2017,BMW,70000
7640,7640, FORD EVEREST 2.2 Titanium+,829000.0,2017,FORD,100000
7641,7641, HONDA CIVIC 1.5 EX,105000.0,2003,HONDA,310000
7642,7642, TOYOTA FORTUNER 2.4 V,949000.0,2017,TOYOTA,183855
7643,7643, MERCEDES BENZ E350 2.0 e Avantgarde,1699000.0,2018,MERCEDES,80000
7644,7644, ISUZU D-MAX 2.5 SPARK VGS S,359000.0,2014,ISUZU,97996
7645,7645, MERCEDES BENZ A250 Sport,848000.0,2015,MERCEDES,80000
7646,7646, BMW X5 sDrive25d,1899000.0,2016,BMW,82000
7647,7647, NISSAN NOTE 1.2 VL,359000.0,2017,NISSAN,79000
7648,7648, HONDA JAZZ 1.5 E-V VTEC,300000.0,2011,HONDA,117000
7649,7649, TATA XENON 2.2 DLS,289000.0,2019,TATA,17000
7650,7650, TOYOTA ALTIS 1.8 E,259000.0,2012,TOYOTA,227000
7651,7651, TOYOTA ALTIS 1.8 E,269000.0,2012,TOYOTA,217000
7652,7652, TOYOTA HILUX VIGO 2.5 J,239000.0,2011,TOYOTA,163000
7653,7653, TOYOTA HIACE 3.0 GL,169000.0,2004,TOYOTA,299000
7654,7654, TOYOTA HILUX REVO 2.4 E,529000.0,2016,TOYOTA,142318
7655,7655, HONDA CIVIC 1.5 EX,56000.0,1994,HONDA,123556
7656,7656, TOYOTA HILUX REVO 2.4 E,479000.0,2016,TOYOTA,139741
7657,7657, TOYOTA HILUX REVO 2.4 E,499000.0,2016,TOYOTA,106425
7658,7658, TOYOTA HILUX REVO 2.4 E,499000.0,2016,TOYOTA,86231
7659,7659, TOYOTA HILUX REVO,429000.0,2017,TOYOTA,132640
7660,7660, HONDA CIVIC 1.8 ES i-VTEC,480000.0,2015,HONDA,148939
7661,7661, TOYOTA HILUX REVO 2.8 J Plus,499000.0,2019,TOYOTA,78961
7662,7662, TOYOTA HILUX REVO 2.8 J Plus,519000.0,2016,TOYOTA,87628
7663,7663, TOYOTA VELLFIRE 2.5 Z G EDITION,2190000.0,2016,TOYOTA,160000
7664,7664, TOYOTA FORTUNER 3.0 V,559000.0,2010,TOYOTA,168432
7665,7665, TOYOTA INNOVA 2.0 G,419000.0,2015,TOYOTA,154224
7666,7666, TOYOTA VIOS 1.5 E,359000.0,2016,TOYOTA,156184
7667,7667, MITSUBISHI TRITON 2.5 GLS Plus,399000.0,2012,MITSUBISHI,148713
7668,7668, MITSUBISHI TRITON 2.5 DOUBLE CAB PLUS,338000.0,2011,MITSUBISHI,0
7669,7669, HONDA JAZZ 1.5 V i-VTEC,419000.0,2015,HONDA,91230
7670,7670, HONDA CIVIC 1.8 S i-VTEC,279000.0,2011,HONDA,161995
7671,7671, NISSAN NOTE 1.2 V,316800.0,2018,NISSAN,29000
7672,7672, MAZDA 2 1.5 XD Sports High Plus,379000.0,2015,MAZDA,110422
7673,7673, MAZDA 2 1.5 XD Sports High Plus,379000.0,2015,MAZDA,103762
7674,7674, MITSUBISHI STRADA G-WAGON 2.8 GLS 4WD,309000.0,2004,MITSUBISHI,0
7675,7675, TOYOTA INNOVA 2.0 V,419000.0,2014,TOYOTA,137352
7676,7676, MERCEDES BENZ CLA200 Urban,1490000.0,2018,MERCEDES,47952
7677,7677, TOYOTA AVANZA 1.5 E,238000.0,2011,TOYOTA,0
7678,7678, HONDA ACCORD 2.0 EL i-VTEC,518000.0,2013,HONDA,0
7679,7679, MERCEDES BENZ E250 AMG,958000.0,2011,MERCEDES,100000
7680,7680, MERCEDES BENZ E220 Executive,130000.0,1995,MERCEDES,260000
7681,7681, TOYOTA YARIS 1.5 J,245000.0,2015,TOYOTA,115050
7682,7682, ISUZU TFR,119000.0,1997,ISUZU,360000
7683,7683, BMW Z4,3399000.0,2020,BMW,13000
7684,7684, KIA CARNIVAL 2.4 GS,168000.0,2004,KIA,228000
7685,7685, VOLVO S60 1.6 DRIVe,595000.0,2015,VOLVO,150000
7686,7686, HONDA CIVIC 1.8 E i-VTEC,243000.0,2010,HONDA,220000
7687,7687, AUDI TT 2.0 TFSI,1189000.0,2011,AUDI,40000
7688,7688, HONDA HR-V 1.8 E,859000.0,2021,HONDA,3000
7689,7689, SUZUKI CELERIO 1.0 GA,249000.0,2020,SUZUKI,78000
7690,7690, ISUZU MU-7 3.0 Primo Super Titanium,368000.0,2011,ISUZU,0
7691,7691, MERCEDES BENZ CLA200 Urban,1179000.0,2017,MERCEDES,70000
7692,7692, HONDA JAZZ 1.5 S i-VTEC,418000.0,2017,HONDA,0
7693,7693, TOYOTA HILUX VIGO D4D,328000.0,2010,TOYOTA,0
7694,7694, TOYOTA WISH 2.0 Q,298000.0,2008,TOYOTA,0
7695,7695, SUZUKI ERTIGA 1.4 GX,299000.0,2015,SUZUKI,109697
7696,7696, MITSUBISHI PAJERO SPORT 2.4 GT Premium 4WD,489000.0,2011,MITSUBISHI,296875
7697,7697, MITSUBISHI PAJERO SPORT 2.5 GLS 4WD,489000.0,2011,MITSUBISHI,108463
7698,7698, HONDA MOBILIO 1.5 RS,479000.0,2017,HONDA,7626
7699,7699, SUZUKI SWIFT 1.2 GLX,269000.0,2012,SUZUKI,104229
7700,7700, SUZUKI SWIFT 1.2 GLX,279000.0,2013,SUZUKI,140616
7701,7701, TOYOTA COMMUTER 2.5,519000.0,2012,TOYOTA,225969
7702,7702, FORD RANGER 2.2 Hi-Rider XLT,559000.0,2018,FORD,54000
7703,7703, ISUZU MU-7 3.0 CHOIZ 4WD,499000.0,2013,ISUZU,100000
7704,7704, MERCEDES BENZ C350 PLUG-IN HYBRID,1250000.0,2017,MERCEDES,67000
7705,7705, MERCEDES BENZ 300E,140000.0,1991,MERCEDES,201766
7706,7706, MERCEDES BENZ C220 Elegance,139000.0,1994,MERCEDES,310000
7707,7707, TOYOTA CAMRY 2.0 G,328000.0,2011,TOYOTA,0
7708,7708, TOYOTA CAMRY 2.4 G,278000.0,2007,TOYOTA,0
7709,7709, MERCEDES BENZ S280 L,300000.0,1997,MERCEDES,250780
7710,7710, BMW 320I SE,4890000.0,2010,BMW,130000
7711,7711, HONDA CR-V 2.0 E 4WD,278000.0,2007,HONDA,0
7712,7712, HONDA CR-V 2.4 EL,328000.0,2009,HONDA,0
7713,7713, ISUZU D-MAX 1.9 X-Series Z,569000.0,2018,ISUZU,0
7714,7714, MAZDA BT-50 PRO 2.2 Hi-Racer,399000.0,2013,MAZDA,0
7715,7715, HONDA CR-V 2.0 E 4WD,379000.0,2011,HONDA,0
7716,7716, HONDA CIVIC 1.8 E i-VTEC,589000.0,2016,HONDA,0
7717,7717, ISUZU D-MAX 1.9 X-Series Z,548000.0,2017,ISUZU,0
7718,7718, AUDI Q5 2.0 TFSI quattro AWD,759000.0,2011,AUDI,0
7719,7719, MITSUBISHI TRITON 2.4 GLS-Limited Plus,499000.0,2017,MITSUBISHI,120000
7720,7720, MG ZS X,455000.0,2018,MG,60000
7721,7721, BMW X1 sDrive18d,1178000.0,2017,BMW,91000
7722,7722, ISUZU MU-X 1.9,758000.0,2016,ISUZU,10000
7723,7723, MITSUBISHI PAJERO SPORT 2.4 GT,758000.0,2016,MITSUBISHI,10000
7724,7724, MITSUBISHI PAJERO SPORT 2.4 GT,758000.0,2016,MITSUBISHI,10000
7725,7725, ISUZU MU-X 1.9,758000.0,2016,ISUZU,10000
