Unnamed: 0,index,name,price,year,brand,km_drive
0,0, NISSAN MARCH 1.2 E,219000.0,2012,NISSAN,46910
1,1, FORD FIESTA 1.6 Sport,159000.0,2010,FORD,134716
2,2, ISUZU D-MAX 3.0 Hi-Lander Z-Prestige,499000.0,2014,ISUZU,91229
3,3, TOYOTA HILUX VIGO 3.0 G Prerunner,469000.0,2012,TOYOTA,121817
4,4, NISSAN NP 300 NAVARA 2.5 S,369000.0,2017,NISSAN,61118
5,5, TOYOTA FORTUNER 3.0 TRD Sportivo III 4WD,659000.0,2011,TOYOTA,215527
6,6, HONDA CITY S,459000.0,2018,HONDA,38301
7,7, ISUZU D-MAX 3.0 Hi-Lander,378000.0,2008,ISUZU,217942
8,8, MAZDA 2 1.5 Groove,149000.0,2012,MAZDA,161000
9,9, HONDA JAZZ 1.5 S i-VTEC,228000.0,2008,HONDA,210000
10,10, NISSAN FRONTIER NAVARA LE,335000.0,2017,NISSAN,89000
11,11, NISSAN TEANA 2.5 250 XV Sports Series Navi,329000.0,2009,NISSAN,209000
12,12, ISUZU D-MAX 3.0 SLX,219000.0,2005,ISUZU,220000
13,13, HONDA ACCORD 2.0 EL i-VTEC,298000.0,2009,HONDA,155000
14,14, MAZDA 2,369000.0,2018,MAZDA,150000
15,15, TOYOTA HILUX VIGO CHAMP,388000.0,2014,TOYOTA,125000
16,16, NISSAN FRONTIER NAVARA 2.5 Calibre LE,309000.0,2013,NISSAN,105000
17,17, FORD RANGER 2.2 Hi-Rider XLT,479000.0,2021,FORD,16200
18,18, TOYOTA YARIS 1.5 J,189000.0,2009,TOYOTA,170000
19,19, MAZDA 2 1.5 XD High Connect,365000.0,2015,MAZDA,141000
20,20, ISUZU ELF 2.8 NKR,329000.0,2006,ISUZU,800000
21,21, MITSUBISHI TRITON 2.4 GLX,429000.0,2020,MITSUBISHI,45000
22,22, TOYOTA HILUX VIGO 2.5 Double Cab E Prerunner VN Turbo,359000.0,2010,TOYOTA,67000
23,23, HONDA CIVIC 1.8 S i-VTEC,399000.0,2013,HONDA,81000
24,24, ISUZU D-MAX 3.0 Hi-Lander Z Prestige Ddi VGS Turbo,419000.0,2012,ISUZU,250000
25,25, FORD RANGER 2.2 Hi-Rider XLT,447000.0,2015,FORD,103000
26,26, TOYOTA FORTUNER 2.4 V,985000.0,2017,TOYOTA,136092
27,27, TOYOTA HILUX REVO 2.4 G Prerunner,525000.0,2017,TOYOTA,52322
28,28, TOYOTA HILUX VIGO 3.0 G,265000.0,2006,TOYOTA,221517
29,29, TOYOTA HIACE 3.0 GL,655000.0,2016,TOYOTA,150735
30,30, ISUZU D-MAX 1.9 Hi-Lander L,465000.0,2017,ISUZU,60365
31,31, BMW 330E Plugin Hybrid,1390000.0,2018,BMW,68000
32,32, BMW X1 sDrive18d,1450000.0,2020,BMW,24000
33,33, MITSUBISHI TRITON 2.5 GLX,299000.0,2013,MITSUBISHI,86000
34,34, HONDA CIVIC 1.8 E i-VTEC,369000.0,2013,HONDA,190000
35,35, TOYOTA YARIS 1.2 G,335000.0,2016,TOYOTA,197262
36,36, HONDA CITY 1.5 V+ i-VTEC,445000.0,2018,HONDA,61125
37,37, HONDA CITY SV,545000.0,2021,HONDA,22385
38,38, HONDA CITY 1.5 V+ i-VTEC,465000.0,2019,HONDA,75346
39,39, PORSCHE CAYENNE 3.0 Diesel 4WD,4390000.0,2016,PORSCHE,70000
40,40, HONDA CIVIC 1.8 E Modulo,445000.0,2014,HONDA,116259
41,41, MERCEDES BENZ CLA250 AMG Dynamic,1490000.0,2018,MERCEDES,61000
42,42, HYUNDAI H-1 2.5 Deluxe,829000.0,2014,HYUNDAI,60000
43,43, BMW X3 xDrive20d,1999000.0,2018,BMW,60000
44,44, HONDA CITY 1.5 SV i-VTEC,399000.0,2014,HONDA,150000
45,45, TOYOTA ALTIS 1.8 E,278000.0,2011,TOYOTA,200000
46,46, FORD RANGER 3.2 WildTrak 4WD,488000.0,2014,FORD,200000
47,47, NISSAN CEFIRO 24v,245000.0,1993,NISSAN,180000
48,48, HONDA MOBILIO 1.5 RS,478000.0,2017,HONDA,110000
49,49, TOYOTA VIOS 1.5 ES,269000.0,2012,TOYOTA,103000
50,50, HONDA ACCORD 2.2 EXi,65000.0,1991,HONDA,180000
51,51, TOYOTA HILUX,228000.0,1981,TOYOTA,253000
52,52, MITSUBISHI LANCER,658000.0,1994,MITSUBISHI,218000
53,53, HONDA CIVIC 1.8 EL i-VTEC,655000.0,2018,HONDA,87570
54,54, HONDA ACCORD 2.0 E i-VTEC,385000.0,2012,HONDA,182722
55,55, HONDA ACCORD 2.0 EL i-VTEC,415000.0,2013,HONDA,130929
56,56, HONDA ACCORD 2.0 E i-VTEC,665000.0,2016,HONDA,114242
57,57, HONDA MOBILIO 1.5 RS,375000.0,2015,HONDA,186429
58,58, HONDA FREED 1.5 SE,485000.0,2015,HONDA,105389
59,59, NISSAN NAVARA,369000.0,2012,NISSAN,81323
60,60, TOYOTA AVANZA 1.5 E,279000.0,2013,TOYOTA,171305
61,61, KIA GRAND CARNIVAL 2.2 EX,1079000.0,2016,KIA,100000
62,62, MERCEDES BENZ CLS250 CDI Exclusive,1190000.0,2012,MERCEDES,150000
63,63, MERCEDES BENZ CLA250 AMG Dynamic,1150000.0,2015,MERCEDES,0
64,64, ISUZU D-MAX 1.9 S,495000.0,2019,ISUZU,40644
65,65, ISUZU D-MAX 1.9 S,535000.0,2021,ISUZU,22735
66,66, ISUZU D-MAX 2.5 SLX Super Titanium,375000.0,2011,ISUZU,125430
67,67, HONDA CIVIC 1.5 Hybrid,368000.0,2014,HONDA,56000
68,68, HONDA CIVIC 1.5 Turbo RS,715000.0,2017,HONDA,56000
69,69, HONDA HR-V 1.8 E,495000.0,2015,HONDA,1800
70,70, MERCEDES BENZ CLA250 AMG Dynamic,1150000.0,2015,MERCEDES,27000
71,71, HONDA HR-V 1.8 E,548000.0,2018,HONDA,152000
72,72, TOYOTA PRIUS 1.8 Hybrid,395000.0,2013,TOYOTA,103900
73,73, HONDA CIVIC 1.8 E i-VTEC,425000.0,2014,HONDA,56000
74,74, MAZDA CX-5 2.0 SP,785000.0,2018,MAZDA,59000
75,75, HONDA CR-V 2.0 E 4WD,595000.0,2015,HONDA,128000
76,76, ISUZU D-MAX 2.5 Hi-Lander X-Series Z,535000.0,2013,ISUZU,215244
77,77, HONDA HR-V 1.8 E Limited,689000.0,2019,HONDA,74000
78,78, ISUZU D-MAX 2.5 Hi-Lander Z-Prestige,575000.0,2015,ISUZU,115236
79,79, ISUZU D-MAX 1.9 Hi-Lander Z,595000.0,2019,ISUZU,35171
80,80, TOYOTA HILUX VIGO 2.5 E Prerunner,399000.0,2012,TOYOTA,110000
81,81, MAZDA 2 1.5 Elegance Groove,219000.0,2012,MAZDA,194451
82,82, SUZUKI CELERIO 1.0 GL,229000.0,2016,SUZUKI,137521
83,83, MAZDA 2 1.3 High Connect,379000.0,2017,MAZDA,124000
84,84, TOYOTA VIOS 1.5 ES,259000.0,2010,TOYOTA,147307
85,85, MG GS 1.5 X,439000.0,2019,MG,113075
86,86, FORD RANGER 2.2 Hi-Rider WildTrak,469000.0,2013,FORD,258863
87,87, FORD FOCUS 2.0 Sport,269000.0,2013,FORD,123275
88,88, MITSUBISHI TRITON 2.5 GLX,459000.0,2020,MITSUBISHI,33224
89,89, MAZDA BT-50 PRO 2.2 Hi-Racer,399000.0,2016,MAZDA,123000
90,90, MITSUBISHI TRITON 2.4 GLX,389000.0,2017,MITSUBISHI,92862
91,91, MITSUBISHI TRITON 2.4 GLX,209000.0,2011,MITSUBISHI,284438
92,92, ISUZU D-MAX 1.9 S,539000.0,2019,ISUZU,70825
93,93, TOYOTA HILUX VIGO CHAMP,459000.0,2015,TOYOTA,150610
94,94, NISSAN NP 300 NAVARA 2.5 Calibre E,469000.0,2018,NISSAN,50000
95,95, HONDA BRIO 1.2 V,369000.0,2017,HONDA,86894
96,96, HONDA CITY S,519000.0,2021,HONDA,1300
97,97, FORD RANGER 2.2 OPEN CAB Hi-Rider XL+,469000.0,2015,FORD,132000
98,98, TOYOTA HILUX VIGO CHAMP,449000.0,2013,TOYOTA,127500
99,99, NISSAN MARCH 1.2 E,269000.0,2020,NISSAN,14000
100,100, TOYOTA HILUX REVO,489000.0,2015,TOYOTA,128989
101,101, MAZDA 3 1.6 Spirit Sports,279000.0,2012,MAZDA,164000
102,102, HONDA JAZZ 1.5 S,449000.0,2015,HONDA,95000
103,103, MERCEDES BENZ C250 CGI AMG,639000.0,2013,MERCEDES,138000
104,104, MG 3 1.5 X,199000.0,2017,MG,65000
105,105, MERCEDES BENZ VITO 115,449000.0,2005,MERCEDES,144000
106,106, MERCEDES BENZ E250 CGI Avantgarde,619000.0,2011,MERCEDES,135000
107,107, BMW 318I Highline,559000.0,2010,BMW,140000
108,108, MG ZS 1.5 X,389000.0,2018,MG,49000
109,109, MERCEDES BENZ C 180 CGI Blue EFFICIENCY,729000.0,2013,MERCEDES,123000
110,110, TOYOTA HILUX,559000.0,2001,TOYOTA,181000
111,111, MERCEDES BENZ E300 BlueTEC HYBRID,1099000.0,2013,MERCEDES,87000
112,112, HONDA ACCORD 2.0 EL i-VTEC,549000.0,2014,HONDA,89000
113,113, BMW 520I SE,299000.0,2004,BMW,170000
114,114, VOLVO V50 2.0,299000.0,2013,VOLVO,150000
115,115, FORD EVEREST 2.0 Titanium+ 4WD,1059000.0,2018,FORD,104000
116,116, MERCEDES BENZ SLK200 KOMPRESSOR 2LOOK EDITION,1029000.0,2010,MERCEDES,105000
117,117, MERCEDES BENZ E200 CGI,1099000.0,2013,MERCEDES,93000
118,118, MERCEDES BENZ E250 CGI AMG Avantgarde,729000.0,2011,MERCEDES,125000
119,119, HONDA FREED 1.5 SE,469000.0,2013,HONDA,92000
120,120, MERCEDES BENZ CLS350 V6,1199000.0,2012,MERCEDES,134000
121,121, HONDA CIVIC 1.8 S i-VTEC,299000.0,2010,HONDA,176000
122,122, MERCEDES BENZ C200 KOMPRESSOR Elegance,399000.0,2009,MERCEDES,133000
123,123, MERCEDES BENZ C250 CDI Avantgarde,729000.0,2014,MERCEDES,108000
124,124, BMW 520D Sport,799000.0,2012,BMW,143000
125,125, MERCEDES BENZ E240 Avantgarde,399000.0,2003,MERCEDES,185000
126,126, TOYOTA COROLLA 1.6,199000.0,2008,TOYOTA,186000
127,127, MERCEDES BENZ E250 CGI Avantgarde,659000.0,2011,MERCEDES,119000
128,128, MERCEDES BENZ E200,459000.0,2008,MERCEDES,162000
129,129, MERCEDES BENZ E300 BlueTEC HYBRID,999000.0,2014,MERCEDES,42000
130,130, BMW SERIES 7,299000.0,2001,BMW,180000
131,131, BMW X1 sDrive20d,539000.0,2011,BMW,135000
132,132, MERCEDES BENZ E250 CGI AMG Avantgarde,1299000.0,2011,MERCEDES,85000
133,133, MERCEDES BENZ C300 Blue TEC HYBRID,1099000.0,2015,MERCEDES,97000
134,134, MG 3 1.5 XROSS X,239000.0,2016,MG,108000
135,135, NISSAN ELGRAND 3.5 High-Way Star,459000.0,2002,NISSAN,199000
136,136, MG ZS 1.5 X,629000.0,2021,MG,50000
137,137, MERCEDES BENZ S500,2599000.0,2016,MERCEDES,43000
138,138, SUZUKI SWIFT 1.2 GL,249000.0,2015,SUZUKI,128000
139,139, TOYOTA VIOS 1.5 TRD Sportivo,229000.0,2015,TOYOTA,160000
140,140, TOYOTA FORTUNER 2.8 TRD Sportivo,1089000.0,2017,TOYOTA,114000
141,141, HONDA CIVIC 1.8 EL i-VTEC,599000.0,2017,HONDA,123000
142,142, VOLVO S60 1.6 DRIVe,379000.0,2012,VOLVO,123000
143,143, NISSAN NOTE,399000.0,2021,NISSAN,3000
144,144, MAZDA 2 1.3 Standard,379000.0,2018,MAZDA,86000
145,145, CHEVROLET TRAILBLAZER 2.8 LT,429000.0,2015,CHEVROLET,101000
146,146, MERCEDES BENZ E250 CGI AMG Avantgarde,1099000.0,2013,MERCEDES,69000
147,147, AUDI TTS 2.0 TFSI Quattro AWD,1299000.0,2010,AUDI,85000
148,148, TOYOTA VIOS 1.5 E,259000.0,2012,TOYOTA,131000
149,149, VOLVO XC60 2.0 D3,599000.0,2012,VOLVO,120000
150,150, MERCEDES BENZ E220 CDI Classic,339000.0,2005,MERCEDES,182000
151,151, BMW 320D LUXURY,819000.0,2012,BMW,105000
152,152, BMW 330E Plugin Hybrid,999000.0,2018,BMW,118000
153,153, HONDA CITY 1.5 SV i-VTEC,329000.0,2013,HONDA,133000
154,154, VOLVO XC60 2.0 D4,699000.0,2013,VOLVO,110000
155,155, BMW 320D M Sport Touring,659000.0,2012,BMW,159000
156,156, MERCEDES BENZ CLA-CLASS,1209000.0,2012,MERCEDES,89000
157,157, MERCEDES BENZ S320 L,299000.0,2000,MERCEDES,185000
158,158, BMW 523I Sport,399000.0,2008,BMW,154000
159,159, MERCEDES BENZ C 180 CGI,859000.0,2012,MERCEDES,85000
160,160, MERCEDES BENZ CLA250 AMG Sport,1409000.0,2017,MERCEDES,57000
161,161, FORD FIESTA 1.5 Sport,219000.0,2015,FORD,151000
162,162, BMW Z4 sDrive35i,1159000.0,2003,BMW,90000
163,163, BMW Z4 sDrive23i,1059000.0,2003,BMW,66000
164,164, HONDA ACCORD,529000.0,2014,HONDA,101000
165,165, HONDA HR-V 1.8 EL,599000.0,2017,HONDA,124000
166,166, NISSAN ELGRAND 3.5 High-Way Star,499000.0,2002,NISSAN,213000
167,167, HONDA CIVIC 1.8 E i-VTEC,759000.0,2021,HONDA,46000
168,168, MERCEDES BENZ 300CE,659000.0,1992,MERCEDES,179000
169,169, LAND ROVER RANGE ROVER 2.2 Evoque SD4 4WD,1299000.0,2013,LAND,85000
170,170, TOYOTA HILUX VIGO 2.5 E,479000.0,2013,TOYOTA,99000
171,171, SKODA SUPERB COMBI Ambiente,399000.0,2012,SKODA,121000
172,172, BMW 520I SE,299000.0,2004,BMW,172000
173,173, VOLKSWAGEN BEETLE,399000.0,2002,VOLKSWAGEN,124000
174,174, TOYOTA FORTUNER 2.8 TRD Sportivo,1199000.0,2019,TOYOTA,74000
175,175, BMW 320D M Sport Touring,659000.0,2010,BMW,155000
176,176, TOYOTA MR-S 1.8 S,959000.0,2001,TOYOTA,25000
177,177, MERCEDES BENZ CLS250 CDI AMG Shooting Brake,1299000.0,2012,MERCEDES,92000
178,178, TOYOTA FORTUNER 2.8 TRD Sportivo,1089000.0,2018,TOYOTA,93000
179,179, MERCEDES BENZ E220 CDI Classic,899000.0,2005,MERCEDES,133000
180,180, MERCEDES BENZ CLS350 V6,699000.0,2005,MERCEDES,105000
181,181, BMW 528I Luxury,699000.0,2010,BMW,78000
182,182, MAZDA 2 1.5 Sports Maxx,225000.0,2011,MAZDA,121975
183,183, MAZDA 2 1.3 High Connect,405000.0,2020,MAZDA,44132
184,184, MAZDA 2 1.3 High Connect,405000.0,2020,MAZDA,57293
185,185, MAZDA 2,475000.0,2021,MAZDA,18640
186,186, NISSAN NP 300 NAVARA 2.5 Calibre E Black Edition,499000.0,2019,NISSAN,53775
187,187, TOYOTA HILUX REVO 2.4 E,469000.0,2016,TOYOTA,60000
188,188, TOYOTA HILUX VIGO CHAMP,339000.0,2014,TOYOTA,180000
189,189, NISSAN ALMERA 1.2 E,269000.0,2015,NISSAN,156000
190,190, HONDA JAZZ 1.5 V i-VTEC,339000.0,2011,HONDA,156000
191,191, BMW 523I F10 Highline,499000.0,2008,BMW,190000
192,192, NISSAN MARCH 1.2 E,259000.0,2019,NISSAN,84000
193,193, BMW 525D Celebration Edition,899000.0,2013,BMW,190000
194,194, TOYOTA YARIS 1.2 G,439000.0,2018,TOYOTA,74000
195,195, FORD RANGER 2.5 XLS TDCi,239000.0,2010,FORD,160000
196,196, NISSAN ALMERA VL,469000.0,2020,NISSAN,73000
197,197, MITSUBISHI TRITON 2.4 GLS Plus,399000.0,2017,MITSUBISHI,35000
198,198, ISUZU D-MAX 3.0 LS Super Titanium 4WD,569000.0,2014,ISUZU,140000
199,199, NISSAN NP 300 NAVARA 2.5 Calibre E,389000.0,2018,NISSAN,130000
200,200, MG GS TX 2WD,399000.0,2016,MG,116000
201,201, TOYOTA HILUX VIGO 2.5 E Prerunner,479000.0,2014,TOYOTA,140000
202,202, TOYOTA YARIS 1.2 G,369000.0,2015,TOYOTA,190000
203,203, HONDA CR-V E,499000.0,2013,HONDA,140000
204,204, HONDA JAZZ 1.5 SV i-VTEC,349000.0,2013,HONDA,180000
205,205, TOYOTA YARIS 1.2 G,399000.0,2018,TOYOTA,100000
206,206, MAZDA BT-50 PRO 2.2 Hi-Racer PROSERIES,369000.0,2014,MAZDA,180000
207,207, FORD FOCUS 2.0 Titanium,279000.0,2012,FORD,190000
208,208, TOYOTA HILUX VIGO 3.0 E,289000.0,2007,TOYOTA,190000
209,209, TOYOTA YARIS 1.2 J ECO,309000.0,2015,TOYOTA,100000
210,210, MITSUBISHI TRITON 2.5 GLX,229000.0,2008,MITSUBISHI,160000
211,211, MITSUBISHI TRITON 2.5 PLUS GLS VG Turbo,369000.0,2014,MITSUBISHI,90000
212,212, FORD RANGER 2.2 Hi-Rider XLT,439000.0,2016,FORD,100000
213,213, HONDA CIVIC 1.8 E Wise Edition i-VTEC,359000.0,2010,HONDA,190000
214,214, ISUZU D-MAX 3.0 SLX Ddi i-TEQ,339000.0,2008,ISUZU,170000
215,215, TOYOTA CAMRY 2.4 Hybrid Extremo,369000.0,2009,TOYOTA,190000
216,216, ISUZU D-MAX 2.5 Z,419000.0,2013,ISUZU,38000
217,217, TOYOTA HILUX VIGO 3.0 E,339000.0,2009,TOYOTA,156000
218,218, FORD RANGER 2.2 WildTrak,469000.0,2014,FORD,190000
219,219, MAZDA BT-50 PRO 2.2 Hi-Racer,359000.0,2012,MAZDA,140000
220,220, MITSUBISHI LANCER EX 1.8 GLS,249000.0,2010,MITSUBISHI,190000
221,221, MITSUBISHI TRITON 2.5 GLX,359000.0,2014,MITSUBISHI,87000
222,222, HONDA ACCORD 2.0 EL i-VTEC,399000.0,2010,HONDA,156000
223,223, HONDA ACCORD 2.0 EL,459000.0,2011,HONDA,150000
224,224, SUZUKI CELERIO 1.0 GL,229000.0,2016,SUZUKI,13000
225,225, MAZDA 2 1.3 High Connect,409000.0,2018,MAZDA,150000
226,226, TOYOTA HILUX REVO 2.4 E,469000.0,2016,TOYOTA,180000
227,227, NISSAN TEANA 250 XV,359000.0,2012,NISSAN,170000
228,228, TOYOTA HILUX REVO 2.4 E,459000.0,2016,TOYOTA,160000
229,229, MAZDA 3 2.0 S,405000.0,2014,MAZDA,190400
230,230, TOYOTA HILUX VIGO 2.5 G,409000.0,2013,TOYOTA,156000
231,231, MITSUBISHI ATTRAGE 1.2 Limited Edition,339000.0,2019,MITSUBISHI,580000
232,232, MG GS 1.5 X,399000.0,2019,MG,110000
233,233, TOYOTA HILUX REVO 2.4 Prerunner E Plus,489000.0,2015,TOYOTA,60000
234,234, FORD RANGER 2.2 Hi-Rider XLT,359000.0,2014,FORD,80000
235,235, FORD RANGER 2.5 Hi-Rider XLT,459000.0,2016,FORD,160000
236,236, FORD FOCUS 2.0 Titanium,279000.0,2013,FORD,190000
237,237, TOYOTA VIOS 1.5 E,259000.0,2010,TOYOTA,140000
238,238, TOYOTA YARIS 1.2 G+,489000.0,2020,TOYOTA,10000
239,239, TOYOTA CAMRY 2.4 Hybrid,369000.0,2009,TOYOTA,190000
240,240, FORD RANGER 2.2 WildTrak,399000.0,2013,FORD,160000
241,241, TOYOTA HILUX VIGO 2.5 G Prerunner VN Turbo,439000.0,2015,TOYOTA,190000
242,242, ISUZU D-MAX 3.0 Hi-Lander X-Series Super Titanium,439000.0,2011,ISUZU,190000
243,243, MITSUBISHI TRITON 2.4 CNG,299000.0,2012,MITSUBISHI,190000
244,244, TOYOTA CAMRY 2.4 Hybrid Extremo,439000.0,2012,TOYOTA,190000
245,245, HONDA CITY 1.5 S i-VTEC,239000.0,2009,HONDA,180000
246,246, MAZDA 2 1.3 High Plus,389000.0,2015,MAZDA,160000
247,247, ISUZU D-MAX 2.5 SX,289000.0,2009,ISUZU,180000
248,248, MITSUBISHI TRITON 2.4 GT Plus,589000.0,2019,MITSUBISHI,120000
249,249, ISUZU D-MAX 1.9 S,599000.0,2022,ISUZU,12000
250,250, MITSUBISHI TRITON 2.5 GLX,459000.0,2020,MITSUBISHI,52000
251,251, TOYOTA HILUX VIGO 2.5 G,439000.0,2014,TOYOTA,18000
252,252, TOYOTA HILUX REVO 2.4 J Plus Prerunner,509000.0,2015,TOYOTA,130000
253,253, MITSUBISHI ATTRAGE 1.2 GLS,269000.0,2015,MITSUBISHI,180000
254,254, TOYOTA HILUX REVO 2.4 E,469000.0,2017,TOYOTA,170000
255,255, MAZDA BT-50 PRO 2.2 V,379000.0,2012,MAZDA,190000
256,256, MITSUBISHI TRITON 2.5 GLX,189000.0,2006,MITSUBISHI,190000
257,257, MITSUBISHI TRITON 2.5 GLX,389000.0,2017,MITSUBISHI,90000
258,258, ISUZU D-MAX 1.9 Z,449000.0,2012,ISUZU,190000
259,259, HYUNDAI VELOSTER 1.6 Sport Turbo,669000.0,2016,HYUNDAI,100000
260,260, TOYOTA HILUX VIGO 2.5 Prerunner G,409000.0,2015,TOYOTA,130000
261,261, ISUZU D-MAX 1.9 Z,639000.0,2017,ISUZU,80000
262,262, MITSUBISHI ATTRAGE 1.2 GLX,249000.0,2014,MITSUBISHI,120000
263,263, MAZDA 3 2.0 C,449000.0,2017,MAZDA,180000
264,264, MAZDA BT-50 PRO 2.2 Hi-Racer,399000.0,2016,MAZDA,120000
265,265, TOYOTA YARIS 1.2 G+,489000.0,2020,TOYOTA,10000
266,266, TOYOTA HILUX VIGO 3.0 G,439000.0,2015,TOYOTA,150000
267,267, FORD RANGER 2.2 Hi-Rider XLT,459000.0,2017,FORD,140000
268,268, NISSAN NP 300 NAVARA 2.5 V 4WD,409000.0,2015,NISSAN,150000
269,269, HONDA BRIO 1.2 V,349000.0,2017,HONDA,86000
270,270, MAZDA 3 2.0 SP,769000.0,2020,MAZDA,80000
271,271, TOYOTA YARIS 1.2 G,389000.0,2015,TOYOTA,80000
272,272, HONDA CITY S,489000.0,2021,HONDA,1300
273,273, FORD RANGER 2.2 Hi-Rider XLS,349000.0,2014,FORD,190000
274,274, SUZUKI SWIFT 1.5 GL,239000.0,2011,SUZUKI,190000
275,275, MITSUBISHI TRITON 2.5 GLS,349000.0,2013,MITSUBISHI,120000
276,276, MG GS 2.0 X 4WD,469000.0,2021,MG,5800
277,277, MAZDA 3 1.6 V,279000.0,2012,MAZDA,17000
278,278, HONDA JAZZ 1.5 S,439000.0,2015,HONDA,110000
279,279, NISSAN NP 300 NAVARA 2.5 Calibre E Black Edition,499000.0,2018,NISSAN,65000
280,280, FORD RANGER 2.2 OPEN CAB Hi-Rider XL+,439000.0,2017,FORD,68000
281,281, TOYOTA VIOS 1.5 J Sportivo,309000.0,2013,TOYOTA,150000
282,282, TOYOTA HILUX VIGO 2.5 J STD,349000.0,2014,TOYOTA,200000
283,283, MAZDA BT-50 PRO 2.2 Hi-Racer,369000.0,2012,MAZDA,199000
284,284, MAZDA BT-50 PRO 2.2 Hi-Racer PROSERIES,399000.0,2016,MAZDA,120000
285,285, NISSAN NP 300 NAVARA 2.5 Calibre E Black Edition,449000.0,2019,NISSAN,50000
286,286, TOYOTA VIOS 1.5 G Limited,369000.0,2013,TOYOTA,140000
287,287, NISSAN NP 300 NAVARA 2.5 V,389000.0,2015,NISSAN,146000
288,288, MAZDA 3 2.0 S Sports,239000.0,2005,MAZDA,156000
289,289, NISSAN NP 300 NAVARA 2.5 Calibre E,469000.0,2018,NISSAN,87500
290,290, HONDA JAZZ 1.5 S i-VTEC,418000.0,2018,HONDA,90000
291,291, ISUZU D-MAX Blue Power,299000.0,2016,ISUZU,100000
292,292, MERCEDES BENZ E200 CGI,635000.0,2011,MERCEDES,150000
293,293, HONDA CR-V 2.0 E 4WD,436000.0,2013,HONDA,200000
294,294, MAZDA 3 2.0 SP Sports,409000.0,2014,MAZDA,130000
295,295, MG ZS 1.5 X,399000.0,2018,MG,34000
296,296, MERCEDES BENZ C350 E,1199000.0,2018,MERCEDES,79000
297,297, MERCEDES BENZ E200 CGI,699000.0,2011,MERCEDES,126000
298,298, MERCEDES BENZ E350 2.0 e Avantgarde,1599000.0,2017,MERCEDES,59000
299,299, TOYOTA YARIS 1.2 G,339000.0,2014,TOYOTA,140000
300,300, MERCEDES BENZ E250 CGI Avantgarde,699000.0,2012,MERCEDES,170000
301,301, ISUZU D-MAX 2.5 Hi-Lander Z Prestige Ddi VGS Turbo,499000.0,2014,ISUZU,44000
302,302, HONDA CIVIC 1.8 E i-VTEC,459000.0,2015,HONDA,100000
303,303, HONDA CITY 1.5 V i-VTEC,299000.0,2012,HONDA,140000
304,304, TOYOTA FORTUNER 3.0 V 4WD,729000.0,2013,TOYOTA,126000
305,305, BMW X4 xDrive20d,1499000.0,2017,BMW,171000
306,306, HONDA CIVIC 1.8 EL i-VTEC,689000.0,2019,HONDA,85000
307,307, NISSAN NAVARA,349000.0,2015,NISSAN,135000
308,308, TOYOTA FORTUNER 3.0 TRD Sportivo 4WD,599000.0,2009,TOYOTA,250000
309,309, HONDA CITY 1.5 SV,319000.0,2013,HONDA,193000
310,310, HONDA CITY 1.5 SV,399000.0,2015,HONDA,110000
311,311, MG ZS 1.5 X,859000.0,2022,MG,590
312,312, HONDA CITY 1.5 SV,399000.0,2014,HONDA,269000
313,313, HONDA CIVIC 1.5 Turbo,689000.0,2016,HONDA,189000
314,314, HONDA CR-V,989000.0,2019,HONDA,39000
315,315, TOYOTA HILUX VIGO 2.5 E Prerunner,449000.0,2014,TOYOTA,153000
316,316, TOYOTA HILUX REVO 2.8 Prerunner G Rocco 4WD,1159000.0,2021,TOYOTA,19000
317,317, HONDA CIVIC 1.5 Turbo,959000.0,2022,HONDA,42000
318,318, MERCEDES BENZ CLS250 CDI AMG,1299000.0,2011,MERCEDES,168000
319,319, MERCEDES BENZ CLS250 CDI AMG,1299000.0,2012,MERCEDES,150000
320,320, MERCEDES BENZ E250 AMG Dynamic,1099000.0,2011,MERCEDES,100000
321,321, BMW 520D Sport,1159000.0,2015,BMW,140000
322,322, TOYOTA FORTUNER 3.0 TRD Sportivo 4WD,599000.0,2009,TOYOTA,270000
323,323, MERCEDES BENZ GLA200,859000.0,2016,MERCEDES,100000
324,324, TOYOTA HILUX REVO Prerunner,639000.0,2021,TOYOTA,52000
325,325, HONDA CR-V 2.4 EL,959000.0,2019,HONDA,40000
326,326, ISUZU D-MAX 1.9 Z,699000.0,2022,ISUZU,97000
327,327, NISSAN X-TRAIL 2.0 E,479000.0,2016,NISSAN,200000
328,328, MERCEDES BENZ CLA250 AMG Dynamic,1399000.0,2019,MERCEDES,99000
329,329, TOYOTA ALTIS 1.8 E,449000.0,2015,TOYOTA,100000
330,330, TOYOTA YARIS 1.2 E,399000.0,2018,TOYOTA,100000
331,331, MAZDA 2 1.5 Sports Groove,259000.0,2011,MAZDA,140000
332,332, TOYOTA PRIUS 1.8 Hybrid,348000.0,2011,TOYOTA,179000
333,333, CHEVROLET COLORADO 2.5 LT Z71,348000.0,2012,CHEVROLET,188000
334,334, TOYOTA FORTUNER 3.0 V 4WD,518000.0,2008,TOYOTA,188000
335,335, MITSUBISHI PAJERO SPORT 2.4 GT,798000.0,2016,MITSUBISHI,100000
336,336, ISUZU MU-7 3.0 Primo,458000.0,2011,ISUZU,170000
337,337, MERCEDES BENZ E200 CGI,1398000.0,2014,MERCEDES,190000
338,338, HONDA ACCORD EL,1059000.0,2020,HONDA,35000
